Date,Views,Average percentage viewed (%),Unique viewers,Subscribers,Watch time (hours),Average view duration,Shares,Likes,Dislikes,Comments added,Impressions,Impressions click-through rate (%),Day of Week
12/16/21,507,18.7,413,1,29.154,207,8,12,1,1.0,3589,6.63,Thursday
12/17/21,482,17.02,374,0,23.9048,178,1,4,1,2.0,3012,6.71,Friday
12/18/21,395,19.1,325,1,21.6944,197,3,5,0,0.0,2562,7.49,Saturday
12/19/21,469,16.53,378,2,23.1516,177,2,8,1,0.0,3133,5.87,Sunday
12/20/21,579,18.36,431,4,33.7206,209,7,4,1,1.0,3738,6.9,Monday
12/21/21,524,17.72,418,1,28.8168,197,1,5,0,0.0,3728,6.52,Tuesday
12/22/21,516,17.15,404,3,27.8084,194,4,5,2,1.0,3745,6.57,Wednesday
12/23/21,464,16.14,357,1,23.3992,181,5,12,0,0.0,3344,5.62,Thursday
12/24/21,352,17.77,277,1,18.4458,188,2,1,0,0.0,2939,5.27,Friday
12/25/21,310,20.77,247,2,20.6106,239,2,7,0,0.0,2622,5.38,Saturday
12/26/21,368,14.66,293,0,16.0339,156,2,5,-1,0.0,2534,6.47,Sunday
12/27/21,442,20.78,354,6,28.2982,230,1,7,0,0.0,3325,6.74,Monday
12/28/21,498,18.29,403,1,27.3677,197,6,5,1,0.0,3033,7.45,Tuesday
12/29/21,466,16.9,374,2,23.9455,184,1,1,0,1.0,2987,6.63,Wednesday
12/30/21,402,17.37,323,2,21.2619,190,1,7,0,0.0,2534,6.99,Thursday
12/31/21,306,18.89,242,2,17.4618,205,2,7,1,1.0,2290,6.07,Friday
1/1/22,296,17.66,246,2,15.5265,188,2,5,0,1.0,2309,5.67,Saturday
1/2/22,426,16.91,332,1,20.5976,174,1,5,0,1.0,2793,6.87,Sunday
1/3/22,496,15.74,392,2,23.1655,168,10,3,0,0.0,3319,6.72,Monday
1/4/22,517,17.6,432,3,27.3238,190,5,3,0,2.0,3373,7.0,Tuesday
1/5/22,488,18.46,383,3,27.4537,202,9,4,0,0.0,3784,5.63,Wednesday
1/6/22,488,17.31,391,2,25.2121,185,7,8,0,1.0,3518,6.05,Thursday
1/7/22,435,16.92,366,4,21.721,179,0,6,0,0.0,2871,6.62,Friday
1/8/22,429,14.11,356,1,18.6179,156,2,2,0,0.0,2765,6.87,Saturday
1/9/22,478,14.85,383,3,21.3907,161,1,7,0,0.0,3362,6.87,Sunday
1/10/22,543,18.54,436,4,31.6596,209,5,11,0,2.0,3662,5.9,Monday
1/11/22,548,15.84,423,7,26.062,171,5,4,1,1.0,3424,6.54,Tuesday
1/12/22,592,18.63,443,2,33.943,206,4,5,0,1.0,3961,6.66,Wednesday
1/13/22,556,21.93,438,2,37.041,239,6,7,1,1.0,4010,6.28,Thursday
1/14/22,543,17.47,428,1,29.1073,192,7,5,0,1.0,3739,6.04,Friday
1/15/22,443,17.11,345,1,23.6683,192,1,6,0,0.0,3070,6.29,Saturday
1/16/22,594,19.89,440,3,35.4502,214,1,8,0,0.0,3660,6.83,Sunday
1/17/22,650,22.36,517,5,44.7689,247,1,14,1,3.0,4005,6.97,Monday
1/18/22,561,16.75,455,4,28.305,181,2,10,0,1.0,3832,5.64,Tuesday
1/19/22,638,15.07,516,5,30.1838,170,4,7,1,0.0,3864,6.21,Wednesday
1/20/22,648,15.93,518,4,31.3239,174,0,9,0,0.0,3871,7.0,Thursday
1/21/22,552,15.61,415,4,26.0074,169,0,9,1,2.0,4085,5.46,Friday
1/22/22,463,16.59,359,0,23.0488,179,9,9,1,1.0,3125,5.98,Saturday
1/23/22,563,18.04,454,4,29.8176,190,4,5,0,2.0,3676,6.53,Sunday
1/24/22,617,18.16,488,2,33.2616,194,0,11,1,0.0,4199,6.17,Monday
1/25/22,633,17.46,504,6,33.2063,188,3,4,0,0.0,4326,6.52,Tuesday
1/26/22,632,14.25,479,2,26.9732,153,6,5,1,0.0,4450,5.96,Wednesday
1/27/22,588,17.15,453,6,31.237,191,2,10,0,1.0,3885,5.82,Thursday
1/28/22,473,15.11,363,3,20.9507,159,2,8,0,1.0,3614,6.0,Friday
1/29/22,397,18.78,326,1,23.2787,211,1,4,0,0.0,3654,4.49,Saturday
1/30/22,491,18.03,383,5,27.1349,198,5,8,0,0.0,3412,5.83,Sunday
1/31/22,552,19.78,454,1,32.9713,215,1,8,0,0.0,3330,6.52,Monday
2/1/22,571,16.45,457,2,27.3072,172,1,7,0,0.0,3217,7.55,Tuesday
2/2/22,550,16.86,453,0,27.7025,181,1,11,1,1.0,3631,6.36,Wednesday
2/3/22,545,18.1,432,-1,30.0145,198,5,14,0,1.0,3525,6.52,Thursday
2/4/22,504,17.06,385,1,26.4124,188,0,7,0,0.0,2989,6.49,Friday
2/5/22,476,21.26,387,2,30.1486,228,3,6,3,0.0,2967,6.2,Saturday
2/6/22,579,20.1,458,2,34.2545,212,8,5,0,1.0,3631,6.36,Sunday
2/7/22,605,17.73,500,3,33.9632,202,3,9,1,0.0,4378,5.96,Monday
2/8/22,602,18.66,475,1,34.2097,204,6,6,0,0.0,3572,6.19,Tuesday
2/9/22,535,16.27,422,1,26.5251,178,2,9,0,0.0,3454,6.4,Wednesday
2/10/22,586,17.67,0,4,31.719,194,4,8,0,,3991,6.14,Thursday
